_LR,batch_acc,epoch,loss,msls-val/R1,msls-val/R5,step,vpr_loss
,,0,,0.912162184715271,0.9513513445854187,0,
1.9999999949504854e-06,0.8999999761581421,0,0.08045317977666855,,,19,0.08045317977666855
1.9999999949504854e-06,0.84375,0,0.13994888961315155,,,39,0.13994888961315155
1.9999999949504854e-06,0.6625000238418579,0,0.30604231357574463,,,59,0.30604231357574463
1.9999999949504854e-06,0.9624999761581421,0,0.03117036633193493,,,79,0.03117036633193493
1.9999999949504854e-06,0.893750011920929,0,0.0877443179488182,,,99,0.0877443179488182
1.9999999949504854e-06,0.862500011920929,0,0.1198446974158287,,,119,0.1198446974158287
1.9999999949504854e-06,0.9125000238418579,0,0.08206941932439804,,,139,0.08206941932439804
1.9999999949504854e-06,0.9437500238418579,0,0.042990874499082565,,,159,0.042990874499082565
1.9999999949504854e-06,0.893750011920929,0,0.09180168062448502,,,179,0.09180168062448502
1.9999999949504854e-06,0.918749988079071,0,0.06607440859079361,,,199,0.06607440859079361
1.9999999949504854e-06,0.8999999761581421,0,0.09625428169965744,,,219,0.09625428169965744
1.9999999949504854e-06,0.90625,0,0.07812575250864029,,,239,0.07812575250864029
1.9999999949504854e-06,0.9125000238418579,0,0.08299078792333603,,,259,0.08299078792333603
1.9999999949504854e-06,0.9125000238418579,0,0.07820259779691696,,,279,0.07820259779691696
1.9999999949504854e-06,0.893750011920929,0,0.09073326736688614,,,299,0.09073326736688614
1.9999999949504854e-06,0.8999999761581421,0,0.0901530459523201,,,319,0.0901530459523201
1.9999999949504854e-06,1.0,0,0.0,,,339,0.0
1.9999999949504854e-06,0.981249988079071,0,0.017903929576277733,,,359,0.017903929576277733
1.9999999949504854e-06,0.9624999761581421,0,0.027139639481902122,,,379,0.027139639481902122
1.9999999949504854e-06,0.949999988079071,0,0.035214491188526154,,,399,0.035214491188526154
1.9999999949504854e-06,0.949999988079071,0,0.03821248561143875,,,419,0.03821248561143875
1.9999999949504854e-06,0.925000011920929,0,0.06971652805805206,,,439,0.06971652805805206
1.9999999949504854e-06,0.893750011920929,0,0.09296973794698715,,,459,0.09296973794698715
1.9999999949504854e-06,0.893750011920929,0,0.09431646019220352,,,479,0.09431646019220352
1.9999999949504854e-06,0.90625,0,0.08331618458032608,,,499,0.08331618458032608
1.9999999949504854e-06,0.9125000238418579,0,0.08512690663337708,,,519,0.08512690663337708
1.9999999949504854e-06,0.831250011920929,0,0.12870988249778748,,,539,0.12870988249778748
1.9999999949504854e-06,0.90625,0,0.08014154434204102,,,559,0.08014154434204102
1.9999999949504854e-06,0.875,0,0.10341960191726685,,,579,0.10341960191726685
1.9999999949504854e-06,0.9125000238418579,0,0.07385922968387604,,,599,0.07385922968387604
1.9999999949504854e-06,0.925000011920929,0,0.058056216686964035,,,619,0.058056216686964035
1.9999999949504854e-06,0.90625,0,0.08460351079702377,,,639,0.08460351079702377
1.9999999949504854e-06,0.8687499761581421,0,0.1112196072936058,,,659,0.1112196072936058
1.9999999949504854e-06,0.8999999761581421,0,0.08531900495290756,,,679,0.08531900495290756
1.9999999949504854e-06,0.918749988079071,0,0.06386924535036087,,,699,0.06386924535036087
1.9999999949504854e-06,0.9125000238418579,0,0.07070855796337128,,,719,0.07070855796337128
1.9999999949504854e-06,0.887499988079071,0,0.0986466258764267,,,739,0.0986466258764267
1.9999999949504854e-06,0.96875,0,0.033738404512405396,,,759,0.033738404512405396
1.9999999949504854e-06,0.949999988079071,0,0.04288414865732193,,,779,0.04288414865732193
1.9999999949504854e-06,0.918749988079071,0,0.08158301562070847,,,799,0.08158301562070847
1.9999999949504854e-06,0.9125000238418579,0,0.07660693675279617,,,819,0.07660693675279617
1.9999999949504854e-06,0.9312499761581421,0,0.05478934571146965,,,839,0.05478934571146965
1.9999999949504854e-06,0.9312499761581421,0,0.057078879326581955,,,859,0.057078879326581955
1.9999999949504854e-06,0.824999988079071,0,0.1645926684141159,,,879,0.1645926684141159
1.9999999949504854e-06,0.9125000238418579,0,0.07868190109729767,,,899,0.07868190109729767
1.9999999949504854e-06,0.9375,0,0.05030077323317528,,,919,0.05030077323317528
1.9999999949504854e-06,0.8999999761581421,0,0.079198457300663,,,939,0.079198457300663
1.9999999949504854e-06,0.918749988079071,0,0.06700287014245987,,,959,0.06700287014245987
1.9999999949504854e-06,0.9375,0,0.05323195457458496,,,979,0.05323195457458496
1.9999999949504854e-06,0.800000011920929,0,0.17919988930225372,,,999,0.17919988930225372
1.9999999949504854e-06,0.9125000238418579,0,0.07035834342241287,,,1019,0.07035834342241287
1.9999999949504854e-06,0.862500011920929,0,0.13541601598262787,,,1039,0.13541601598262787
1.9999999949504854e-06,0.8374999761581421,0,0.13548915088176727,,,1059,0.13548915088176727
1.9999999949504854e-06,0.875,0,0.1132158562541008,,,1079,0.1132158562541008
