mask,transform,composition,flat_index,place_label,aligned_coverage,shuffled_coverage,aligned_zero_active_image,shuffled_zero_active_image,aligned_effective_confidence_mean,shuffled_effective_confidence_mean,aligned_delta_abs_mean,shuffled_delta_abs_mean,aligned_pre_target_std,shuffled_pre_target_std,aligned_target_std,shuffled_target_std,aligned_target_change_from_ru,shuffled_target_change_from_ru,aligned_target_correlation_with_ru,shuffled_target_correlation_with_ru,aligned_saturation_fraction,shuffled_saturation_fraction,pre_transform_pair_difference,target_pair_difference,target_pair_correlation,target_pair_sign_disagreement,pair_difference_amplification
semantic_off,per_image_zscore,production_roundtrip,44,231,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5500959157943726,0.5500959157943726,0.8367919325828552,0.8367919325828552,0.08870149403810501,0.08870149403810501,0.9779056310653687,0.9779056310653687,0.4724999964237213,0.4724999964237213,0.0,0.0,1.0000001192092896,0.0,0.0
semantic_off,per_image_zscore,production_roundtrip,45,231,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5532702803611755,0.5532702803611755,0.8344424962997437,0.8344424962997437,0.08234439790248871,0.08234439790248871,0.9842393398284912,0.9842393398284912,0.4350000023841858,0.4350000023841858,0.0,0.0,0.9999998807907104,0.0,0.0
semantic_off,per_image_zscore,production_roundtrip,46,231,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5522071123123169,0.5522071123123169,0.7490785717964172,0.7490785717964172,0.11586900800466537,0.11586900800466537,0.9661356806755066,0.9661356806755066,0.3199999928474426,0.3199999928474426,0.0,0.0,1.0000001192092896,0.0,0.0
semantic_off,per_image_zscore,production_roundtrip,47,231,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3880871832370758,0.3880871832370758,0.8377293944358826,0.8377293944358826,0.0691811814904213,0.0691811814904213,0.9892563819885254,0.9892563819885254,0.4300000071525574,0.4300000071525574,0.0,0.0,1.0,0.0,0.0
semantic_off,per_image_zscore,production_roundtrip,48,129,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5149784684181213,0.5149784684181213,0.7906585931777954,0.7906585931777954,0.09881759434938431,0.09881759434938431,0.9715112447738647,0.9715112447738647,0.4074999988079071,0.4074999988079071,0.0,0.0,0.9999999403953552,0.0,0.0
semantic_off,per_image_zscore,production_roundtrip,49,129,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3441157042980194,0.3441157042980194,0.8058003783226013,0.8058003783226013,0.09436771273612976,0.09436771273612976,0.9748943448066711,0.9748943448066711,0.32749998569488525,0.32749998569488525,0.0,0.0,0.9999998807907104,0.0,0.0
semantic_off,per_image_zscore,production_roundtrip,50,129,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4264780879020691,0.4264780879020691,0.7837574481964111,0.7837574481964111,0.09796769171953201,0.09796769171953201,0.9747583866119385,0.9747583866119385,0.3199999928474426,0.3199999928474426,0.0,0.0,0.9999999403953552,0.0,0.0
semantic_off,per_image_zscore,production_roundtrip,51,129,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.17778997123241425,0.17778997123241425,0.8066384196281433,0.8066384196281433,0.11463125050067902,0.11463125050067902,0.9677385687828064,0.9677385687828064,0.41499999165534973,0.41499999165534973,0.0,0.0,1.0,0.0,0.0
semantic_off,per_image_zscore,production_roundtrip,52,503,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.457598477602005,0.457598477602005,0.7691170573234558,0.7691170573234558,0.08691778033971786,0.08691778033971786,0.9781041741371155,0.9781041741371155,0.33500000834465027,0.33500000834465027,0.0,0.0,1.0,0.0,0.0
semantic_off,per_image_zscore,production_roundtrip,53,503,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3689982295036316,0.3689982295036316,0.7902476191520691,0.7902476191520691,0.1034770980477333,0.1034770980477333,0.9685659408569336,0.9685659408569336,0.36500000953674316,0.36500000953674316,0.0,0.0,1.0000001192092896,0.0,0.0
