query_index,global_correct,refined_correct,ru_correct,top100_reachable,refined_distance_m,refined_raw_ca_difference_deg,nearest_gt_distance_m
461,True,True,True,True,10.724672996719994,6.610200000000049,5.8183031544269515
462,True,True,True,True,1.9355985639947415,6.253139843750006,1.9355985639947415
463,True,True,True,True,5.430632754024903,0.10836791992190342,1.0768029966312973
464,True,True,True,True,7.577860501064554,14.471399999999903,5.664943625253262
465,True,True,True,True,15.846479557564903,1.538787841796875,15.846479557564903
466,True,True,True,True,11.322176630109704,0.8386899999999855,3.4983137582840795
467,True,True,True,True,9.680916144418775,4.991399999999999,6.811557599474105
468,False,True,True,True,15.929930387179535,20.095200000000034,8.214207713027307
469,True,True,True,True,5.994695023562805,11.019000000000005,4.475932898035853
470,True,True,True,True,5.387768463221665,20.362700000000018,2.4340586535656845
471,False,True,False,True,19.343268608151877,6.9956999999999425,5.391019307287755
472,True,True,True,True,10.417484456217599,22.840199999999925,3.363243445875298
473,True,True,True,True,2.775620914653092,25.546900000000022,1.8330901442328118
474,True,True,True,True,2.3560403127541916,5.6831000000000245,2.3560403127541916
475,True,True,True,True,0.385415550116859,7.493200000000002,0.385415550116859
476,True,True,True,True,18.172307350361454,7.058900000000023,0.2919156143169352
477,False,True,True,True,3.165075863616031,11.451413613281261,3.165075863616031
478,True,True,True,True,18.90644583304766,30.127716015625197,0.7505038144243453
479,True,True,True,True,9.509713719964338,5.666600000000045,0.5115948403661393
480,True,True,True,True,13.284320655280126,17.75569999999999,5.60851273245529
481,True,True,True,True,2.713195653834831,0.24399999999997135,2.713195653834831
482,True,True,True,True,1.2973623045557459,18.796600000000012,1.2973623045557459
483,True,True,True,True,2.980974979312678,8.199700000000036,2.980974979312678
484,True,True,True,True,6.060192728353259,1.0314000000000192,0.16796390003823405
485,False,True,True,True,18.153223355681416,27.757499999999936,4.2894018168859445
486,True,True,True,True,6.438158102608275,7.287415917968701,6.438158102608275
487,True,True,True,True,19.395339925809115,2.2206999999999653,4.678378090040559
488,True,True,True,True,15.029020695393472,6.9868999999999915,0.8479021736923643
489,True,True,True,True,3.5173284228395434,1.390800000000013,3.5173284228395434
490,True,True,True,True,15.033384779469063,4.623000000000047,3.2130587911438595
491,True,True,True,True,7.705453125130872,6.840182208636861,3.570808051482116
492,True,True,True,True,0.0,1.6861000000000104,0.0
493,True,True,True,True,5.143254164284416,23.536779999999965,2.259511654761167
494,True,True,True,True,4.355788458008422,3.148799999999966,1.2756600186617573
495,True,True,True,True,10.501614879299295,23.098600000000033,7.603460432291251
496,False,True,True,True,11.331397752761179,5.392184472656226,3.597364894014642
497,True,True,True,True,21.208990165066837,19.883539999999982,5.357455910547448
498,True,True,True,True,24.54319083833265,8.0,5.823150587627738
499,False,True,True,True,6.110790336645964,11.417400000000043,6.110790336645964
500,False,True,True,True,7.22369876749326,1.2709197998046875,6.600590407962978
501,True,True,True,True,12.566667868117262,4.433125279125591,2.494365049190552
502,True,True,True,True,0.6525752019207686,0.19320011138916016,0.6525752019207686
503,True,True,True,True,6.2908588818013165,2.038854307281298,1.149424008390857
504,True,True,True,True,6.34935177893124,5.933265577104294,1.2538674271121795
505,True,True,True,True,10.637493875427769,10.416079999999965,2.6384123443870617
506,True,True,True,True,10.713158013895393,18.13648223876953,6.958919507906302
507,True,True,True,True,1.056390775998445,6.575927734375,1.056390775998445
508,True,True,True,True,6.758844451269721,14.229801928710913,6.166192510413442
509,True,True,True,True,3.031875912391269,2.0,3.031875912391269
510,False,True,True,True,2.754337724241543,0.0,2.754337724241543
511,True,True,True,True,10.203192540485206,17.196045000000026,4.143397743834634
512,True,True,True,True,6.939691601965708,0.0,5.113410799773142
513,True,True,True,True,5.885436117038635,5.80222938964846,3.1224048997047245
514,True,True,True,True,6.787727525725647,2.510584876732878,1.6391599252185716
515,True,True,True,True,6.527989917866758,2.0,2.510293951726109
516,True,True,True,True,2.131327710778952,0.0,2.131327710778952
517,True,True,True,True,7.379644682733109,2.054559999999981,7.379644682733109
518,True,True,True,True,1.1757405010978381,1.3280817459058767,1.1757405010978381
519,False,False,False,True,27.605906516016816,1.4200439453125,5.454205219466041
520,True,True,True,True,15.074880075275102,4.449000000000069,13.230122861859403
521,True,True,True,True,2.785107469074997,3.7762602198363027,2.785107469074997
522,True,True,True,True,6.0337638166109695,14.882514953613281,2.681959655246605
523,True,True,True,True,8.66605797459185,2.102200000000039,8.66605797459185
524,True,True,True,True,9.246216481176376,11.069699635818978,6.447960841411041
525,True,True,True,True,13.537115964218653,15.0,4.005307604157182
526,True,True,True,True,1.7367729380066166,1.0,0.38142655113141266
527,True,True,True,True,3.1943810325969935,7.0,3.1943810325969935
528,True,True,True,True,2.7549481201985198,6.0,2.713167245174215
529,True,True,True,True,7.400405456545811,4.0,7.400405456545811
530,True,True,True,True,2.704415831019354,4.0,2.704415831019354
531,True,True,True,True,4.794183354058488,0.0,4.794183354058488
532,True,True,True,True,5.201295326944224,13.290219999999977,5.201295326944224
533,True,True,True,True,8.132167573246836,1.9832992553710938,6.0403078571266295
534,True,True,True,True,21.40417479861929,0.43658025394483957,0.9111208627135068
535,True,True,True,True,2.493500511328771,1.3099072241280396,2.493500511328771
536,True,True,True,True,8.035373501823127,2.663558725450997,1.9863179046511297
537,True,True,True,True,3.6522794399199605,1.0,2.773759705167518
538,True,True,True,True,10.165392478228858,8.234903002929713,10.165392478228858
539,True,True,True,True,4.255325066519028,8.050247192382812,4.255325066519028
540,True,True,True,True,11.095072389328786,8.0,10.828052621473875
541,True,True,True,True,7.508701517817928,1.0,7.508701517817928
542,False,True,True,True,4.978889563812316,2.4704437255859375,4.978889563812316
543,True,True,True,True,4.167938486663069,1.0,4.167938486663069
544,True,True,True,True,8.77995781661396,9.18850000000009,8.77995781661396
545,False,True,False,True,8.296941751649763,2.605959999999982,8.296941751649763
546,True,True,True,True,8.90780445145257,15.675383666992161,8.90780445145257
547,True,True,True,True,5.5221694322012365,5.0,3.6517984113030653
548,True,True,True,True,3.34739014025243,2.904686068966271,3.34739014025243
549,True,True,True,True,10.322000790889312,2.1149019531250133,6.03857600700147
550,True,True,True,True,6.11237138512873,5.0,4.108256180346396
551,True,True,True,True,9.592326292126751,1.3227770677657418,9.533998759213265
552,True,True,True,True,14.366271480241055,0.5447092038546089,3.2087155784433814
553,True,True,True,True,5.005897438073216,1.0,5.005897438073216
554,True,True,True,True,6.386102864648744,2.0,3.908109914078173
555,True,True,True,True,7.906429155393655,3.0517578125e-05,3.340583606566508
556,True,True,True,True,2.2836186945708037,3.0,2.2836186945708037
557,True,True,True,True,3.9178423749333344,1.0,1.5009944343552108
558,True,True,True,True,2.700104659826944,1.0,2.700104659826944
559,True,True,True,True,24.79293966051293,3.026977109375025,11.654379229707628
560,True,True,True,True,15.598083085908435,0.5200066584989145,4.610265249700093
561,False,False,False,True,37.41767116321703,0.5090179443359375,3.013462681771924
562,False,False,False,True,35.24732605107456,0.0006408691405681566,7.93118909088701
563,True,True,True,True,8.354168554798397,2.0,2.966187016789718
564,True,True,True,True,0.5729258194380213,2.4461489541707238,0.5729258194380213
565,False,True,True,True,8.728738701341255,0.0,8.728738701341255
566,True,True,True,True,17.73219595337327,15.703800000000115,14.492561470326612
567,True,True,True,True,5.664527650538986,0.19450000000006185,1.0329430418454213
568,True,True,True,True,4.554387078031816,2.6730000000000587,2.8314603599178882
569,True,True,True,True,4.012463513110124,0.5576171875,2.3744221648447716
570,True,True,True,True,4.044155403834335,0.7000000000000455,4.044155403834335
571,False,False,False,True,183.03684058118432,0.42755126953125,4.690713971411133
572,True,True,True,True,1.9774610253119205,16.0,1.9774610253119205
573,True,True,True,True,7.0136548697370005,2.6437708531976227,7.0136548697370005
574,True,True,True,True,4.567114600761159,2.199737548828068,4.216894003490066
575,True,True,True,True,9.405836908532214,1.4104405935561317,3.754781850576356
576,True,True,True,True,9.41433031733044,11.937959999999975,9.41433031733044
577,True,True,True,True,4.174532570962206,0.09213256835926131,3.1010169313080294
578,True,True,True,True,5.714920365102574,5.129436567372466,5.714920365102574
579,True,True,True,True,8.054233171074767,9.331611516084422,2.9964194555135855
580,False,False,False,True,103.47380784000502,5.427825927734318,17.625478413487873
581,False,True,False,True,5.171229204584163,3.7890625,5.030335303933158
582,True,True,True,True,0.2521165915477433,2.774602772317678,0.2521165915477433
583,True,True,True,True,14.471678605240225,6.026827832031245,10.443200747770927
584,True,True,True,True,12.405057982708934,8.59510000000003,9.317631815179626
585,True,True,True,True,3.785362162999113,16.61417,3.785362162999113
586,True,True,True,True,3.9146133627420436,5.871997214310397,3.9146133627420436
587,True,True,True,True,12.908295043493958,0.79522705078125,1.127447317031915
588,True,True,True,True,7.079510406892499,2.474900000000048,7.079510406892499
589,True,True,True,True,3.757386475865719,0.0,3.757386475865719
590,True,True,False,True,14.724943236139579,4.600000000000023,11.283077238576
591,True,True,True,True,2.087251226724254,2.566799999999944,2.087251226724254
592,True,True,True,True,17.796831145409246,5.1079736771371245,12.821602101963503
593,True,True,True,True,24.641413362221716,19.703181933593783,6.53095074830044
594,False,True,False,True,10.58904183616186,3.3000000000000114,10.066615632189414
595,True,True,True,True,3.202561599811374,3.5978244140625293,3.202561599811374
596,True,True,True,True,3.4182200637631306,20.10635000000002,3.4182200637631306
597,True,True,True,True,6.291286822132634,0.000457763671875,2.4237619491826026
598,True,True,True,True,8.45032186710318,3.9006166992187445,8.45032186710318
599,True,True,True,True,8.935004919337377,0.4854000000000269,8.935004919337377
600,True,True,True,True,15.64805513059373,25.85330120000009,2.222411943630777
601,True,True,True,True,9.928797412761272,7.284697273166898,1.9180097725646272
602,False,True,True,True,16.121572942267893,15.88837999999987,15.255262272186465
603,True,True,True,True,3.190629064035659,18.78438415577864,3.190629064035659
604,True,True,True,True,1.2720955573830675,1.8396911621094318,1.2720955573830675
605,True,True,True,True,14.481392232683318,9.88072392578124,0.056170309639492606
606,True,True,True,True,5.349648603011993,3.0,2.9076184300301766
607,True,True,True,True,7.599121495611478,10.888367171874961,7.599121495611478
608,True,True,True,True,5.024172746390528,14.722459472656283,0.8074971288696908
609,True,True,True,True,9.10953704370352,7.441314697265625,5.643115621029617
610,True,True,True,True,9.39117155459987,12.40939000000003,6.922614718475103
611,True,True,True,True,1.4980838601182491,1.2367706298828125,1.4980838601182491
612,True,True,True,True,5.580357779294813,25.811767262375184,4.2959933475870615
613,True,True,True,True,10.550391727709313,18.09039306640625,9.219802863694287
614,True,True,True,True,10.645906319640583,12.006657617187585,3.67753980535482
615,True,True,True,True,9.36724843997292,2.870699999999914,9.36724843997292
616,True,True,True,True,10.830385687100323,1.1420686767578445,2.4324363987479214
617,True,True,True,True,7.235418291797193,9.460210000000018,0.8001454977849796
618,True,True,True,True,6.214362257126202,0.6164686303884253,4.967935928573313
619,True,True,True,True,0.6056328281933564,0.7973243606592177,0.6056328281933564
620,True,True,True,True,19.62569455170318,12.286148331914603,2.673635312215699
621,True,True,True,True,6.4212089295566575,2.6244199999999864,6.4212089295566575
622,True,True,True,True,18.610986459464517,0.12066650390625,1.9723942885343082
623,True,True,True,True,7.643647516431114,6.0,0.9522139319792908
624,True,True,True,True,4.257395714633524,3.0,4.257395714633524
625,True,True,False,True,10.94724218751653,2.481699999999904,2.8403203588337966
626,True,True,True,True,17.057103436242837,0.3512420654296875,6.208635970221217
627,True,True,True,True,7.623940629588406,1.9851497146708539,7.623940629588406
628,True,True,True,True,4.107295221469096,1.6762499999999818,4.107295221469096
629,True,True,True,True,5.60048255107209,2.342021354669413,5.60048255107209
630,False,True,True,True,20.48674113679759,4.099510747133252,3.0206215625328925
631,False,True,True,True,13.852648630272261,5.223098754882898,3.676321123374271
632,True,True,True,True,12.62896563805935,8.748299999999972,0.39121795890196887
633,True,True,True,True,1.4853956842046847,0.063507080078125,1.4853956842046847
634,True,True,True,True,3.7075706694359805,4.043900000000008,3.7075706694359805
635,True,True,True,True,7.400119784708912,0.646270751953125,6.175801751975084
636,False,True,True,True,22.271780183636032,13.556151367187567,10.52167970035867
637,True,True,True,True,5.264846333256629,0.036895751953125,4.91909363853456
638,True,True,True,True,9.599317053479613,0.22268676757815342,1.6470935096950006
639,True,True,True,True,8.7404359931363,0.278167724609375,1.1743619669472767
640,True,True,False,True,12.839574223533186,5.542317998657211,8.841051887855604
641,True,True,True,True,3.3658121362876834,2.1968078613280966,0.425860863686779
642,True,True,True,True,4.117239324712002,8.515800000000013,4.117239324712002
643,True,True,True,True,10.649186148868777,5.89178466796875,8.938997239003207
644,True,True,True,True,9.38509203926115,3.347900390625,3.1237054625420955
645,False,False,False,False,406.73554667796236,23.60394287109375,1.5623539460709137
646,True,True,True,True,10.13724644417629,12.730300000000113,3.338875693000279
647,True,True,True,True,23.463682381054742,5.629599999999954,8.32326116037519
648,False,False,False,False,1577.2963744981537,10.021942138671875,6.108512653794455
649,True,True,True,True,8.937670819477487,10.697047189920909,4.408047549677369
650,True,True,True,True,11.041493513585825,6.802900000000022,4.2694426054083525
651,True,True,True,True,7.357007298671371,0.18276855468752728,7.265255779857475
