group,layer,head,image_count,aligned_area_mean,aligned_attention_mass_mean,aligned_micro_enrichment,shuffled_area_mean,shuffled_attention_mass_mean,shuffled_micro_enrichment,random_area_mean,random_attention_mass_mean,random_micro_enrichment,aligned_minus_random_mass_mean,aligned_minus_random_micro_enrichment,aligned_minus_shuffled_mass_mean,aligned_minus_shuffled_micro_enrichment
night,1,3,55,0.0847302268851887,0.12728483351794156,1.5022364296323114,0.08473023094914177,0.13629044619473543,1.6085220666581452,0.08473022471774708,0.08398315500129352,0.9911829607564221,0.04330167851664803,0.5110534688758893,-0.00900561267679388,-0.10628563702583382
night,1,4,55,0.0847302268851887,0.10712423758073286,1.2642977780041653,0.08473023094914177,0.11566878150809895,1.3651418178893866,0.08473022471774708,0.08361668085510081,0.9868577728153595,0.02350755672563206,0.27744000518880585,-0.008544543927366083,-0.10084403988522128
night,1,5,55,0.0847302268851887,0.08997125950726596,1.0618555244656545,0.08473023094914177,0.09813969487493689,1.1582606795187893,0.08473022471774708,0.08762416324832223,1.0341547368747743,0.002347096258943731,0.027700787590880127,-0.008168435367670927,-0.09640515505313485
night,2,0,55,0.0847302268851887,0.11336052363569087,1.3378994463132599,0.08473023094914177,0.12398837425492026,1.463331007906053,0.08473022471774708,0.09168214689601552,1.0820477250169775,0.021678376739675348,0.2558517212962823,-0.010627850619229403,-0.12543156159279323
night,2,1,55,0.0847302268851887,0.10748815726150165,1.2685928176157304,0.08473023094914177,0.11763018586418846,1.388290631885501,0.08473022471774708,0.08738626539707184,1.0313470274411822,0.02010189186442982,0.23724579017454817,-0.010142028602686795,-0.11969781426977066
night,2,2,55,0.0847302268851887,0.09594343196262013,1.1323400808618813,0.08473023094914177,0.11987677216529846,1.4148052096925472,0.08473022471774708,0.08579990321939641,1.0126245210043128,0.01014352874322371,0.11971555985756854,-0.023933340202678333,-0.2824651288306659
night,2,3,55,0.0847302268851887,0.12673257372596047,1.4957185692148074,0.08473023094914177,0.13083621128038928,1.5441502969456324,0.08473022471774708,0.08643976666710594,1.0201762942923103,0.04029280705885454,0.4755422749224971,-0.004103637554428794,-0.04843172773082505
night,2,4,55,0.0847302268851887,0.12230331680991433,1.4434437544424137,0.08473023094914177,0.13471540754491632,1.5899332037201401,0.08473022471774708,0.08545551814816214,1.008560031946465,0.03684779866175218,0.43488372249594875,-0.012412090735001997,-0.14648944927772645
night,2,5,55,0.0847302268851887,0.10787841786037791,1.2731987370523097,0.08473023094914177,0.11841450956734743,1.3975473481055922,0.08473022471774708,0.08473376469178633,1.0000417793538379,0.023144653168591586,0.2731569576984718,-0.010536091706969522,-0.12434861105328254
winter2summer,1,0,586,0.056514590458925366,0.053350352516887335,0.9440102473300627,0.05651459193298968,0.07372028483618241,1.3044469103412055,0.056514590458925366,0.05629612664305112,0.996134382040103,-0.0029457741261637886,-0.05212413471004029,-0.02036993231929508,-0.36043666301114285
winter2summer,1,1,586,0.056514590458925366,0.06391178011463529,1.1308899099443386,0.05651459193298968,0.08084493693371173,1.4305143887364693,0.056514590458925366,0.05605931412138573,0.9919440920682149,0.007852465993249567,0.1389458178761237,-0.01693315681907644,-0.2996244787921307
winter2summer,1,2,586,0.056514590458925366,0.06331497904925636,1.1203297862571169,0.05651459193298968,0.07977801943897132,1.4116357689278813,0.056514590458925366,0.05655263969515778,1.000673263946946,0.00676233935409858,0.11965652231017088,-0.016463040389714974,-0.29130598267076446
winter2summer,1,3,586,0.056514590458925366,0.06419156558859145,1.1358405867816679,0.05651459193298968,0.08000692500257642,1.4156861487638803,0.056514590458925366,0.05629500596221448,0.996114552101895,0.007896559626376972,0.13972603467977285,-0.015815359413984976,-0.27984556198221244
winter2summer,1,4,586,0.056514590458925366,0.054894276700338585,0.9713292842533394,0.05651459193298968,0.07584227523019493,1.3419945652287892,0.056514590458925366,0.056284100788728086,0.9959215900119669,-0.0013898240883895054,-0.024592305758627475,-0.020947998529856345,-0.3706652809754498
winter2summer,1,5,586,0.056514590458925366,0.05781304463426306,1.0229755566623349,0.05651459193298968,0.07113655685024406,1.2587290187743352,0.056514590458925366,0.05630359717437349,0.996266569697515,0.0015094474598895695,0.026708986964819825,-0.013323512215981,-0.23575346211200032
winter2summer,2,0,586,0.056514590458925366,0.052941616301869006,0.9367778457201563,0.05651459193298968,0.07373845609343602,1.3047684424735644,0.056514590458925366,0.055682834304564034,0.985282452768266,-0.0027412180026950245,-0.04850460704810966,-0.020796839791567004,-0.36799059675340806
winter2summer,2,1,586,0.056514590458925366,0.0538910429728406,0.9535775192781136,0.05651459193298968,0.07079163995220202,1.2526258711403397,0.056514590458925366,0.056442889500148724,0.9987312841127504,-0.002551846527308121,-0.045153764834636734,-0.01690059697936142,-0.2990483518622261
winter2summer,2,2,586,0.056514590458925366,0.0530768320887785,0.9391704276323931,0.05651459193298968,0.07477729208052235,1.3231501727763877,0.056514590458925366,0.05631337349331674,0.9964395572192127,-0.003236541404538238,-0.05726912958681962,-0.021700459991743845,-0.3839797451439946
winter2summer,2,3,586,0.056514590458925366,0.06566311108999737,1.1618789158123886,0.05651459193298968,0.07616405843823842,1.347688372740043,0.056514590458925366,0.05689621199305414,1.0067526196514887,0.008766899096943222,0.1551262961608999,-0.010500947348241068,-0.1858094569276545
winter2summer,2,4,586,0.056514590458925366,0.06236935407489478,1.1035973819933214,0.05651459193298968,0.07979960570035585,1.4120177280051072,0.056514590458925366,0.055804103327622645,0.9874282530310627,0.006565250747272135,0.11616912896225862,-0.017430251625461073,-0.3084203460117858
winter2summer,2,5,586,0.056514590458925366,0.059999818875098365,1.06166953326338,0.05651459193298968,0.07589534654460034,1.3429336379990278,0.056514590458925366,0.056352667789429475,0.9971348519350313,0.0036471510856688886,0.06453468132834883,-0.01589552766950197,-0.28126410473564767
